record_id,message_length,num_code_terms,num_text_terms_parts,min_length_text_terms,max_length_text_terms,avg_length_text_terms
6968,2,148,1,2,2,2
3810,12,1122,2,12,28,20
3804,12,1706,2,12,47,29
1975,17,897,1,17,17,17
239,6,105,1,6,6,6
3151,9,31,1,9,9,9
5520,14,258,1,14,14,14
1746,10,87,1,10,10,10
6029,5,143,1,5,5,5
6997,8,199,1,8,8,8
1020,6,2091,1,6,6,6
2529,14,26,2,14,36,25
5246,15,665,4,15,136,64
4158,10,29,1,10,10,10
3637,3,35,1,3,3,3
5252,10,138,1,10,10,10
3623,6,880,1,6,6,6
6983,4,653,5,4,156,81
1034,23,147,4,23,89,57
1752,9,21,1,9,9,9
3145,9,281,2,9,154,81
5534,14,23,1,14,14,14
6015,9,196,1,9,9,9
4602,13,155,2,13,15,14
2273,13,11,1,13,13,13
2515,13,686,1,13,13,13
4164,4,14,1,4,4,4
6773,12,528,2,12,18,15
588,13,3,1,13,13,13
6767,54,31,1,54,54,54
2501,10,43,2,10,45,27
4170,4,1419,2,4,426,215
3179,10,2127,1,10,10,10
4616,11,1729,3,11,89,39
5508,2,15,1,2,2,2
2267,9,65,1,9,9,9
6001,30,62,2,30,92,61
1777,10,21,1,10,10,10
6018,19,1697,3,16,35,23
5511,23,430,1,23,23,23
3160,6,252,2,6,68,37
4169,8,302,1,8,8,8
3606,3,44,1,3,3,3
2518,7,251,1,7,7,7
5277,7,841,1,7,7,7
585,13,1567,9,13,132,42
591,2,9,1,2,2,2
1005,8,28,1,8,8,8
3612,6,476,1,6,6,6
5263,2,94,1,2,2,2
5505,14,774,3,14,82,48
3174,12,732,2,12,99,55
1763,13,162,2,13,150,81
2242,17,80,1,17,17,17
4633,11,1375,2,11,48,29
1993,16,85,2,16,35,25
6024,74,258,1,74,74,74
6742,16,220,1,16,16,16
4155,6,187,1,6,6,6
2524,19,201,2,19,127,73
4141,18,720,2,18,46,32
2530,16,89,2,16,28,22
6756,10,56,1,10,10,10
1039,1,33,1,1,1,1
1987,25,53,2,25,47,36
6030,12,2019,2,12,214,113
5539,15,468,1,15,15,15
2256,9,9,1,9,9,9
3148,13,173,2,13,44,28
4627,13,49,1,13,13,13
4814,13,154,1,13,13,13
220,5,352,2,5,77,41
6965,9,38,1,9,9,9
546,5,681,1,5,5,5
3809,12,33,1,12,12,12
6971,35,1757,1,35,35,35
552,17,97,1,17,17,17
234,8,516,1,8,8,8
1978,15,21,1,15,15,15
4800,4,51,1,4,4,4
1788,5,346,3,5,176,88
1950,16,14,2,16,24,20
4828,10,332,1,10,10,10
2281,4,20,1,4,4,4
5288,13,176,2,13,30,21
3821,11,213,2,11,18,14
4196,12,212,1,12,12,12
6959,3,69,1,3,3,3
6781,4,116,1,4,4,4
6795,12,28,1,12,12,12
3835,6,65,1,6,6,6
4182,6,87,1,6,6,6
2295,12,702,1,12,12,12
208,6,323,1,6,6,6
1944,14,272,1,14,14,14
787,9,237,1,9,9,9
1213,12,28,1,12,12,12
5075,15,144,1,15,15,15
3404,7,87,1,7,7,7
3362,10,1926,6,9,278,71
5713,6,56,3,6,116,46
1575,7,434,2,7,27,17
7104,2,16,1,2,2,2
1561,5,25,1,5,5,5
7110,7,388,1,7,7,7
4419,23,514,1,23,23,23
3376,4,267,1,4,4,4
2068,9,67,1,9,9,9
5707,17,10,1,17,17,17
5061,6,557,2,6,23,14
3410,5,20,1,5,5,5
1207,20,797,2,20,42,31
793,17,92,2,17,31,24
6568,4,354,1,4,4,4
5049,7,357,1,7,7,7
2726,6,272,1,6,6,6
3438,7,531,1,7,7,7
4357,5,34,1,5,5,5
963,5,422,1,5,5,5
6540,24,647,1,24,24,24
6226,11,145,1,11,11,11
1549,16,271,1,16,16,16
7138,9,118,1,9,9,9
4431,17,248,1,17,17,17
2040,9,44,1,9,9,9
4425,11,249,1,11,11,11
2054,10,16,1,10,10,10
6232,23,36,2,23,67,45
977,5,34,1,5,5,5
6554,25,208,2,20,25,22
2732,40,379,1,40,40,40
4343,1,55,1,1,1,1
2901,10,323,1,10,10,10
744,33,2724,5,33,89,48
5908,12,315,1,12,12,12
750,5,42,1,5,5,5
988,17,356,1,17,17,17
2915,12,124,1,12,12,12
778,10,115,1,10,10,10
6583,12,41,1,12,12,12
4394,9,28,1,9,9,9
2083,27,55,1,27,27,27
5934,13,698,23,13,113,39
2097,8,97,1,8,8,8
3389,3,29,1,3,3,3
5920,9,27,1,9,9,9
2929,3,331,1,3,3,3
4380,9,67,1,9,9,9
6597,14,250,1,14,14,14
6408,13,393,1,13,13,13
1367,6,763,1,6,6,6
3570,12,197,1,12,12,12
5101,14,50,2,14,45,29
5667,5,54,1,5,5,5
2108,17,9,1,17,17,17
3216,13,2014,1,13,13,13
4579,13,182,1,13,13,13
7070,3,243,2,3,50,26
195,8,2021,2,8,96,52
1401,11,119,7,11,140,39
7064,7,1021,1,7,7,7
1415,18,33,1,18,18,18
181,7,1356,1,7,7,7
5673,3,104,1,3,3,3
3202,17,263,1,17,17,17
3564,10,54,1,10,10,10
5115,16,19,1,16,16,16
1373,9,41,1,9,9,9
4223,6,87,1,6,6,6
2652,16,22,1,16,16,16
57,14,267,1,14,14,14
6434,2,58,1,2,2,2
817,12,149,1,12,12,12
6352,13,667,2,13,33,23
2134,11,107,2,11,67,39
5883,16,175,1,16,16,16
5,15,261,3,15,142,61
4545,16,159,1,16,16,16
2120,9,1228,1,9,9,9
5897,8,62,1,8,8,8
4551,8,116,3,8,96,47
7058,13,223,1,13,13,13
1429,21,294,1,21,21,21
6346,1,148,1,1,1,1
6420,3,1044,1,3,3,3
43,16,447,1,16,16,16
803,13,3591,1,13,13,13
4237,12,511,1,12,12,12
3558,9,130,1,9,9,9
2646,11,208,1,11,11,11
5129,11,49,1,11,11,11
2875,17,55,1,17,17,17
630,8,1459,2,8,60,34
156,10,1000,1,10,10,10
5868,12,309,4,12,55,38
142,10,412,1,10,10,10
2861,11,252,1,11,11,11
94,7,238,1,7,7,7
1398,8,770,1,8,8,8
2691,18,39,1,18,18,18
2849,11,70,1,11,11,11
5840,8,46,1,8,8,8
4586,11,266,1,11,11,11
5698,5,15,1,5,5,5
6391,5,157,2,5,385,195
6385,3,126,1,3,3,3
5854,8,117,1,8,8,8
4592,15,400,2,15,26,20
2685,8,37,1,8,8,8
80,46,1318,1,46,46,46
618,10,514,2,10,39,24
1603,43,75,1,43,43,43
397,13,838,2,13,29,21
3014,7,350,2,7,97,52
5465,12,59,1,12,12,12
5303,5,785,1,5,5,5
3772,15,24,1,15,15,15
1165,5,271,1,5,5,5
1171,6,2091,1,6,6,6
5317,5,234,1,5,5,5
2478,9,51,1,9,9,9
3766,11,32,1,11,11,11
4009,10,10,1,10,10,10
3000,4,820,1,4,4,4
5471,18,703,1,18,18,18
6178,17,231,1,17,17,17
383,12,53,1,12,12,12
1617,1,90,1,1,1,1
4747,8,27,1,8,8,8
3028,5,1556,1,5,5,5
2336,14,52,1,14,14,14
5459,10,39,1,10,10,10
6150,6,122,1,6,6,6
6636,13,1209,1,13,13,13
3996,4,231,1,4,4,4
2450,10,25,1,10,10,10
4021,5,76,1,5,5,5
3982,11,154,1,11,11,11
2444,8,54,1,8,8,8
4035,19,278,1,19,19,19
6622,12,366,4,12,84,41
6144,25,2379,1,25,25,25
4753,17,146,1,17,17,17
2322,17,61,1,17,17,17
4960,9,30,1,9,9,9
1818,11,20,1,11,11,11
354,11,424,2,11,29,20
432,5,1859,2,5,294,149
6811,11,186,2,11,85,48
3969,6,54,1,6,6,6
426,48,242,3,31,48,42
6805,4,304,2,4,12,8
340,10,949,2,10,362,186
4974,12,29,1,12,12,12
1824,2,12,1,2,2,2
6193,17,869,3,17,323,145
368,10,1565,1,10,10,10
4784,3,66,1,3,3,3
3955,6,38,1,6,6,6
2493,17,552,1,17,17,17
6839,2,8,1,2,2,2
3799,18,8,1,18,18,18
3941,14,24,1,14,14,14
2487,9,15,1,9,9,9
4948,12,59,1,12,12,12
4790,8,65,1,8,8,8
1830,3,417,1,3,3,3
6187,5,42,1,5,5,5
2486,13,358,4,13,74,45
3940,5,200,2,5,36,20
3798,4,633,1,4,4,4
6838,1,358,1,1,1,1
6186,8,176,1,8,8,8
1831,13,58,1,13,13,13
4791,7,44,1,7,7,7
4949,17,480,1,17,17,17
4785,11,28,1,11,11,11
369,27,129,1,27,27,27
6192,4,812,1,4,4,4
1825,1,19,1,1,1,1
2492,16,73,1,16,16,16
3954,17,1417,1,17,17,17
6804,14,318,3,14,356,172
427,9,76,1,9,9,9
4975,10,44,1,10,10,10
341,7,682,8,5,470,96
355,4,190,1,4,4,4
1819,3,65,1,3,3,3
4961,12,605,1,12,12,12
3968,5,156,1,5,5,5
6810,11,142,2,11,28,19
6623,10,128,1,10,10,10
4034,7,211,1,7,7,7
2445,11,312,1,11,11,11
3983,10,501,1,10,10,10
2323,11,267,1,11,11,11
4752,13,110,1,13,13,13
6145,3,866,1,3,3,3
6151,8,411,1,8,8,8
5458,8,23,1,8,8,8
2337,2,16,1,2,2,2
3029,6,168,1,6,6,6
4746,4,48,1,4,4,4
4020,9,1066,1,9,9,9
2451,21,74,2,21,32,26
3997,12,626,2,12,57,34
6637,4,14,1,4,4,4
4008,8,24,1,8,8,8
3767,11,212,1,11,11,11
2479,14,27,1,14,14,14
5316,12,232,1,12,12,12
1170,9,259,2,9,26,17
1616,3,38,1,3,3,3
382,8,31,1,8,8,8
6179,7,386,1,7,7,7
5470,10,44,1,10,10,10
3001,13,302,10,13,229,43
5464,14,420,1,14,14,14
3015,10,121,4,10,29,17
396,21,661,2,21,135,78
1602,4,28,1,4,4,4
1164,5,959,1,5,5,5
3773,10,77,1,10,10,10
5302,5,612,1,5,5,5
4593,10,168,2,10,33,21
5855,10,149,3,10,46,28
6384,5,44,1,5,5,5
619,2,69,3,2,23,15
81,4,103,1,4,4,4
2684,14,265,2,14,26,20
2848,11,580,3,11,726,282
2690,8,203,2,8,25,16
1399,16,263,1,16,16,16
95,4,252,1,4,4,4
6390,2,40,1,2,2,2
5699,10,273,2,10,12,11
4587,12,184,1,12,12,12
5841,5,1316,5,5,118,75
143,1,1592,1,1,1,1
5869,15,383,1,15,15,15
2860,20,617,1,20,20,20
625,7,1301,2,7,231,119
631,5,103,1,5,5,5
2874,18,111,1,18,18,18
157,21,1741,1,21,21,21
6347,7,147,1,7,7,7
1428,10,36,1,10,10,10
7059,5,84,1,5,5,5
4550,9,332,3,9,247,119
5896,3,38,2,3,29,16
2121,15,947,1,15,15,15
5128,33,88,1,33,33,33
2647,23,74,1,23,23,23
3559,10,502,3,10,49,35
4236,12,448,1,12,12,12
802,4,2481,2,4,225,114
6421,2,266,2,2,32,17
42,11,89,2,11,22,16
816,15,1485,3,15,172,77
56,6,73,1,6,6,6
6435,15,319,1,15,15,15
2653,19,103,2,19,30,24
4222,5,846,1,5,5,5
4544,37,1789,1,37,37,37
4,6,1025,2,6,51,28
5882,13,33,1,13,13,13
2135,12,12,1,12,12,12
6353,6,346,1,6,6,6
3203,21,103,1,21,21,21
5672,11,355,2,11,33,22
180,7,30,1,7,7,7
1414,5,354,1,5,5,5
7065,8,476,1,8,8,8
1372,11,186,1,11,11,11
5114,9,196,1,9,9,9
3565,12,78,2,12,25,18
5100,15,125,1,15,15,15
3571,49,63,1,49,49,49
1366,9,743,3,9,69,49
6409,12,447,1,12,12,12
1400,11,223,1,11,11,11
194,16,758,1,16,16,16
7071,5,42,1,5,5,5
4578,14,313,1,14,14,14
3217,4,1664,1,4,4,4
2109,10,137,1,10,10,10
5666,8,73,1,8,8,8
5921,4,249,1,4,4,4
3388,2,191,1,2,2,2
2096,30,357,2,30,226,128
6596,12,1559,1,12,12,12
4381,3,206,1,3,3,3
2928,11,728,1,11,11,11
4395,11,74,1,11,11,11
6582,11,85,2,11,30,20
779,7,272,2,7,20,13
5935,9,53,1,9,9,9
2082,9,23,1,9,9,9
2914,14,1162,1,14,14,14
751,20,918,1,20,20,20
745,8,369,1,8,8,8
2900,6,3225,5,6,36,23
5909,6,142,1,6,6,6
6233,16,573,1,16,16,16
2055,24,177,1,24,24,24
4424,19,299,1,19,19,19
4342,12,4125,1,12,12,12
2733,16,179,5,16,153,78
6555,28,282,1,28,28,28
976,22,433,2,22,22,22
6541,22,607,1,22,22,22
962,17,113,2,17,35,26
4356,4,523,4,4,21,16
3439,3,46,1,3,3,3
2727,11,15,1,11,11,11
5048,11,2173,11,11,259,83
2041,12,72,1,12,12,12
4430,13,33,1,13,13,13
7139,20,1704,1,20,20,20
1548,9,56,1,9,9,9
6227,7,498,2,7,22,14
5706,3,632,8,3,321,91
2069,10,323,2,10,40,25
3377,86,1951,1,86,86,86
4418,8,5,1,8,8,8
7111,2,361,1,2,2,2
1560,13,238,1,13,13,13
6569,8,367,5,8,334,97
792,10,17,1,10,10,10
1206,15,1155,1,15,15,15
3411,14,2093,1,14,14,14
5060,11,727,1,11,11,11
3405,64,570,1,64,64,64
5074,12,976,1,12,12,12
1212,1,350,2,1,20,10
7105,7,243,1,7,7,7
1574,5,44,1,5,5,5
5712,13,38,2,13,30,21
3363,6,8,1,6,6,6
4183,4,64,1,4,4,4
3834,16,773,2,16,17,16
6794,11,6,1,11,11,11
1945,9,16,1,9,9,9
209,3,211,1,3,3,3
2294,14,292,1,14,14,14
2280,9,28,1,9,9,9
4829,15,34,1,15,15,15
1951,20,331,1,20,20,20
1789,14,13,1,14,14,14
6780,3,141,1,3,3,3
6958,18,30,1,18,18,18
4197,46,880,2,46,80,63
3820,10,342,1,10,10,10
5289,21,951,57,19,98,26
553,14,593,2,14,63,38
6970,10,89,1,10,10,10
3808,8,36,1,8,8,8
4801,10,120,1,10,10,10
1979,15,25,1,15,15,15
235,3,1704,2,3,196,99
4815,8,38,1,8,8,8
547,15,155,1,15,15,15
6964,12,355,1,12,12,12
1038,10,121,1,10,10,10
6757,15,114,1,15,15,15
2531,13,111,2,13,16,14
4140,14,295,3,14,32,21
4626,11,574,2,11,31,21
3149,17,2618,4,17,45,31
2257,14,78,1,14,14,14
5538,10,42,1,10,10,10
6031,15,50,1,15,15,15
1986,4,71,1,4,4,4
6025,23,52,1,23,23,23
1992,6,39,1,6,6,6
4632,19,47,2,19,30,24
2243,11,41,1,11,11,11
2525,12,56,1,12,12,12
4154,13,457,5,13,404,170
6743,10,144,1,10,10,10
5262,8,1631,1,8,8,8
3613,5,29,1,5,5,5
1004,7,1060,1,7,7,7
590,7,1010,1,7,7,7
1762,19,140,1,19,19,19
3175,53,188,3,37,136,75
5504,4,560,1,4,4,4
3161,3,2587,1,3,3,3
5510,8,252,1,8,8,8
6019,15,878,3,15,22,17
1776,10,58,1,10,10,10
584,10,181,1,10,10,10
1010,7,427,1,7,7,7
5276,23,172,1,23,23,23
2519,12,396,1,12,12,12
3607,6,20,1,6,6,6
4168,10,137,1,10,10,10
5506,7,504,1,7,7,7
2269,11,138,2,11,131,71
3177,8,103,1,8,8,8
4618,14,310,2,14,19,16
1760,15,94,1,15,15,15
6769,24,63,1,24,24,24
592,14,97,2,14,27,20
3611,3,394,1,3,3,3
5260,6,36,1,6,6,6
3605,6,141,1,6,6,6
5274,22,308,2,22,58,40
1012,8,73,1,8,8,8
586,20,354,1,20,20,20
1774,13,299,1,13,13,13
5512,17,1147,1,17,17,17
3163,7,592,1,7,7,7
1984,13,242,1,13,13,13
6033,49,1527,1,49,49,49
2255,14,236,1,14,14,14
4624,10,1498,1,10,10,10
4142,5,387,1,5,5,5
2533,9,28,1,9,9,9
6755,12,524,1,12,12,12
6741,34,199,1,34,34,34
6999,15,45,1,15,15,15
4156,6,488,2,6,438,222
3639,3,41,1,3,3,3
2527,15,59,1,15,15,15
5248,4,62,1,4,4,4
2241,11,75,1,11,11,11
4630,9,235,2,9,25,17
1990,18,221,2,18,52,35
1748,9,101,5,9,94,52
6027,10,865,1,10,10,10
237,18,43,2,18,24,21
4803,10,460,1,10,10,10
6972,1,59,1,1,1,1
551,9,183,1,9,9,9
6966,13,33,1,13,13,13
545,20,870,3,20,103,53
4817,13,30,1,13,13,13
223,11,577,5,11,187,151
3188,4,44,1,4,4,4
2296,12,10,1,12,12,12
1947,13,494,1,13,13,13
6796,11,728,1,11,11,11
3836,15,238,3,15,81,38
4181,15,372,1,15,15,15
3822,6,20,1,6,6,6
4195,24,36,1,24,24,24
6782,10,90,1,10,10,10
1953,10,16,1,10,10,10
2282,13,243,2,13,64,38
5062,7,82,1,7,7,7
3413,7,842,1,7,7,7
948,9,94,1,9,9,9
1204,20,1127,3,20,103,53
790,14,360,1,14,14,14
1562,12,1147,1,12,12,12
7113,10,985,1,10,10,10
3375,12,331,1,12,12,12
5704,16,256,1,16,16,16
3361,8,141,1,8,8,8
5710,5,111,1,5,5,5
6219,11,245,1,11,11,11
1576,18,65,1,18,18,18
7107,1,516,1,1,1,1
784,22,47,2,22,33,27
1210,6,122,1,6,6,6
5076,13,52,1,13,13,13
2719,14,125,1,14,14,14
3407,7,238,1,7,7,7
4368,3,333,1,3,3,3
974,23,1175,2,21,23,22
1238,5,139,4,5,113,50
6557,6,48,1,6,6,6
2731,39,409,1,39,39,39
4340,8,125,1,8,8,8
4426,2,223,1,2,2,2
3349,9,48,1,9,9,9
2057,7,142,1,7,7,7
5738,12,162,1,12,12,12
6231,2,51,1,2,2,2
6225,3,316,1,3,3,3
4432,12,237,1,12,12,12
2043,8,24,1,8,8,8
2725,23,454,2,23,71,47
4354,50,436,1,50,50,50
960,5,117,1,5,5,5
6543,46,196,1,46,46,46
753,11,83,2,11,24,17
2916,5,237,1,5,5,5
2902,3,762,1,3,3,3
747,9,266,1,9,9,9
4383,8,999,1,8,8,8
6594,13,86,2,13,42,27
2094,9,16,1,9,9,9
5923,9,8,1,9,9,9
2080,17,52,2,17,39,28
5937,7,221,2,7,35,21
1589,3,19,1,3,3,3
6580,30,533,1,30,30,30
4397,7,3050,1,7,7,7
5089,10,72,1,10,10,10
4208,6,206,1,6,6,6
3567,10,79,1,10,10,10
2679,49,49,1,49,49,49
5116,5,59,1,5,5,5
1370,7,102,1,7,7,7
7067,8,171,1,8,8,8
1416,7,453,1,7,7,7
182,4,1110,1,4,4,4
6379,13,1591,1,13,13,13
5670,3,32,1,3,3,3
3201,6,1295,2,6,211,108
5664,29,143,2,29,44,36
3215,3,66,1,3,3,3
7073,29,377,1,29,29,29
196,13,126,1,13,13,13
1402,6,116,1,6,6,6
68,22,505,1,22,22,22
1364,13,360,1,13,13,13
828,9,1138,5,9,70,41
3573,69,151,2,33,69,51
5102,10,16,1,10,10,10
40,7,227,2,7,45,26
6423,3,676,1,3,3,3
800,6,548,4,6,26,15
4234,6,1497,2,6,37,21
2645,6,70,2,6,44,25
2123,18,402,5,18,66,41
5894,6,27,1,6,6,6
4552,8,12,1,8,8,8
6345,3,797,1,3,3,3
6351,50,1073,1,50,50,50
5658,15,65,1,15,15,15
2137,2,18,1,2,2,2
5880,4,51,1,4,4,4
6,12,52,2,12,31,21
3229,9,320,1,9,9,9
4546,11,76,1,11,11,11
4220,8,1041,1,8,8,8
2889,6,581,2,6,255,130
2651,19,107,1,19,19,19
6437,18,816,8,14,406,81
54,6,32,1,6,6,6
1358,5,33,1,5,5,5
814,6,104,1,6,6,6
627,20,80,3,20,49,35
2862,15,380,1,15,15,15
141,19,308,1,19,19,19
155,4,276,1,4,4,4
2876,15,377,3,15,312,144
633,24,129,1,24,24,24
2686,7,22,1,7,7,7
3598,7,951,1,7,7,7
83,77,54,1,77,77,77
6386,3,48,1,3,3,3
7098,9,641,1,9,9,9
5857,15,89,1,15,15,15
4591,15,212,2,15,32,23
5843,12,46,2,12,28,20
4585,16,62,1,16,16,16
169,20,47,1,20,20,20
6392,9,973,1,9,9,9
97,11,510,1,11,11,11
2692,16,320,1,16,16,16
3003,5,522,1,5,5,5
5472,6,710,1,6,6,6
380,9,157,1,9,9,9
1614,5,147,1,5,5,5
5314,36,61,1,36,36,36
3765,6,725,1,6,6,6
5300,7,30,1,7,7,7
3771,27,355,1,27,27,27
1166,5,633,1,5,5,5
6609,6,1797,1,6,6,6
1600,14,64,1,14,14,14
394,7,190,1,7,7,7
4778,10,20,1,10,10,10
3017,13,326,1,13,13,13
2309,8,18,1,8,8,8
5466,30,358,1,30,30,30
6147,32,275,1,32,32,32
1628,5,993,19,5,38,22
7259,53,631,1,53,53,53
4750,4,639,1,4,4,4
2321,23,59,1,23,23,23
4988,22,1371,1,22,22,22
3981,5,1049,3,5,98,41
5328,4,423,1,4,4,4
2447,13,23,1,13,13,13
3759,16,441,2,16,42,29
4036,9,393,1,9,9,9
6621,13,81,1,13,13,13
6635,7,591,1,7,7,7
3995,15,355,1,15,15,15
2453,14,56,1,14,14,14
4022,5,96,2,5,33,19
4744,19,193,1,19,19,19
2335,14,29,1,14,14,14
6153,11,904,1,11,11,11
343,10,20,1,10,10,10
4977,11,787,1,11,11,11
425,11,253,1,11,11,11
6806,7,464,1,7,7,7
431,4,1191,1,4,4,4
6812,43,178,1,43,43,43
4963,10,634,1,10,10,10
357,22,685,5,22,197,98
4793,7,77,1,7,7,7
1833,13,15,1,13,13,13
6184,35,221,1,35,35,35
419,15,888,2,15,62,38
3942,14,25,1,14,14,14
2484,9,98,2,9,180,94
3956,12,80,1,12,12,12
2490,13,34,1,13,13,13
1199,18,224,1,18,18,18
1827,6,55,1,6,6,6
6190,14,598,1,14,14,14
5499,26,1216,3,26,212,94
4787,7,780,2,7,40,23
2491,32,191,1,32,32,32
3957,7,873,1,7,7,7
4786,10,1009,1,10,10,10
5498,4,4862,1,4,4,4
6191,7,1214,1,7,7,7
1826,14,2294,298,14,174,44
6185,32,244,1,32,32,32
1832,12,65,1,12,12,12
4792,6,1025,1,6,6,6
2485,9,13,1,9,9,9
3943,10,358,1,10,10,10
418,37,268,2,37,46,41
6813,16,1649,5,6,501,114
356,9,249,2,9,44,26
4962,9,23,1,9,9,9
4976,12,34,1,12,12,12
342,5,432,1,5,5,5
6807,3,84,1,3,3,3
424,7,381,1,7,7,7
4023,10,86,1,10,10,10
2452,37,185,4,37,171,78
3994,7,1105,1,7,7,7
6634,1,60,1,1,1,1
6152,9,962,2,9,49,29
2334,8,35,1,8,8,8
4745,14,661,1,14,14,14
4989,25,2896,6,24,204,100
2320,14,341,1,14,14,14
4751,5,234,2,5,36,20
7258,4,209,1,4,4,4
1629,7,250,1,7,7,7
6146,9,51,1,9,9,9
6620,12,81,1,12,12,12
4037,16,286,1,16,16,16
3758,7,474,1,7,7,7
2446,13,54,1,13,13,13
5329,23,108,2,23,57,40
3980,2,282,2,2,47,24
6608,14,2397,1,14,14,14
3770,19,40,1,19,19,19
5301,5,205,1,5,5,5
5467,28,74,1,28,28,28
2308,3,72,2,3,44,23
3016,56,587,2,48,56,52
4779,4,277,2,4,43,23
395,24,28,1,24,24,24
1601,10,251,1,10,10,10
1615,11,14,1,11,11,11
381,14,823,1,14,14,14
5473,7,465,2,7,93,50
3002,6,177,1,6,6,6
3764,18,276,1,18,18,18
5315,2,127,2,2,31,16
1173,13,43,2,13,75,44
6393,15,389,3,15,73,43
168,3,236,2,3,11,7
4584,15,49,2,15,15,15
5842,7,87,1,7,7,7
2693,23,106,1,23,23,23
96,23,459,2,15,23,19
82,5,371,1,5,5,5
3599,2,59,1,2,2,2
2687,22,646,1,22,22,22
4590,14,320,1,14,14,14
5856,7,21,1,7,7,7
7099,59,511,2,23,59,41
6387,5,98,1,5,5,5
154,29,72,1,29,29,29
632,9,14,1,9,9,9
2877,15,1519,1,15,15,15
2863,9,2075,7,9,1041,563
626,9,183,1,9,9,9
140,6,296,3,6,36,23
4547,9,204,1,9,9,9
3228,12,294,1,12,12,12
7,12,146,2,12,46,29
5881,9,950,1,9,9,9
2136,11,17,1,11,11,11
5659,2,412,2,2,336,169
6350,4,1553,1,4,4,4
815,15,59,1,15,15,15
1359,9,86,1,9,9,9
6436,11,284,1,11,11,11
55,21,683,2,21,35,28
2650,7,14,1,7,7,7
2888,5,247,1,5,5,5
4221,6,117,2,6,28,17
2644,13,118,1,13,13,13
4235,11,1813,1,11,11,11
6422,9,6,1,9,9,9
6344,10,17,1,10,10,10
4553,11,51,2,11,37,24
5895,12,2007,1,12,12,12
2122,13,32,1,13,13,13
1403,3,10,1,3,3,3
197,2,123,1,2,2,2
7072,14,25,1,14,14,14
3214,8,1483,1,8,8,8
5665,11,564,2,11,28,19
5103,11,15,1,11,11,11
3572,46,46,1,46,46,46
829,65,618,3,20,65,42
1365,12,386,1,12,12,12
69,5,411,1,5,5,5
1371,16,12,1,16,16,16
5117,11,23,1,11,11,11
2678,21,471,2,21,136,78
3566,15,289,1,15,15,15
4209,10,2694,1,10,10,10
3200,7,1274,1,7,7,7
5671,9,55,1,9,9,9
6378,13,53,2,13,45,29
183,22,47,2,22,33,27
1417,7,232,1,7,7,7
7066,5,431,3,5,810,289
1588,12,531,1,12,12,12
5936,13,415,1,13,13,13
2081,31,128,1,31,31,31
5088,13,119,1,13,13,13
4396,11,39,1,11,11,11
6581,12,408,1,12,12,12
6595,7,433,1,7,7,7
4382,7,32,1,7,7,7
5922,6,452,2,6,32,19
2095,11,67,1,11,11,11
746,9,16,1,9,9,9
2903,12,158,1,12,12,12
2917,29,497,1,29,29,29
2042,16,28,1,16,16,16
4433,9,38,1,9,9,9
6224,3,24,1,3,3,3
6542,32,36,1,32,32,32
961,3,801,1,3,3,3
4355,11,44,1,11,11,11
2724,12,880,3,12,84,54
4341,3,213,1,3,3,3
2730,18,325,1,18,18,18
6556,7,104,2,7,18,12
1239,6,1065,2,6,79,42
975,14,360,1,14,14,14
6230,1,350,1,1,1,1
5739,12,132,2,12,32,22
2056,49,14,1,49,49,49
3348,8,68,1,8,8,8
4427,6,548,1,6,6,6
7106,20,241,1,20,20,20
1577,13,122,1,13,13,13
6218,15,124,1,15,15,15
5711,15,213,1,15,15,15
3360,20,285,1,20,20,20
4369,3,24,1,3,3,3
3406,1,76,1,1,1,1
2718,13,278,4,13,91,46
5077,23,193,1,23,23,23
1211,24,392,8,21,113,62
785,14,593,2,14,63,38
791,5,42,1,5,5,5
1205,13,201,3,13,74,41
949,3,745,4,3,113,62
3412,3,343,1,3,3,3
5063,10,1221,3,10,47,32
5705,18,53,1,18,18,18
3374,6,247,1,6,6,6
7112,3,36,1,3,3,3
1563,17,169,1,17,17,17
578,11,510,1,11,11,11
6783,8,247,1,8,8,8
4194,9,70,1,9,9,9
3823,20,964,1,20,20,20
2283,12,79,1,12,12,12
1952,11,42,1,11,11,11
1946,10,131,1,10,10,10
2297,11,106,1,11,11,11
3189,14,471,1,14,14,14
4180,17,576,1,17,17,17
3837,20,120,1,20,20,20
6797,7,58,1,7,7,7
544,31,890,1,31,31,31
6967,12,1311,2,12,2458,1235
222,12,133,1,12,12,12
4816,15,1489,2,15,137,76
4802,10,183,2,10,150,80
236,51,1181,3,51,145,102
550,32,42,1,32,32,32
6973,10,448,1,10,10,10
5249,12,82,2,12,50,31
2526,11,42,1,11,11,11
3638,2,33,1,2,2,2
4157,27,110,1,27,27,27
6998,8,603,1,8,8,8
6740,19,1471,1,19,19,19
6026,59,1592,1,59,59,59
1749,13,56,1,13,13,13
1991,14,135,2,14,38,26
4631,20,55,1,20,20,20
2240,19,90,1,19,19,19
4625,12,301,1,12,12,12
2254,12,11,1,12,12,12
6032,37,282,1,37,37,37
1985,9,93,2,9,45,27
6754,5,217,1,5,5,5
2532,40,846,2,40,76,58
4143,14,39,1,14,14,14
587,55,569,1,55,55,55
5275,4,717,1,4,4,4
3604,4,10,1,4,4,4
3162,8,608,1,8,8,8
5513,13,746,1,13,13,13
1775,4,59,1,4,4,4
1761,6,108,2,6,126,66
4619,16,1067,2,16,34,25
3176,10,3153,1,10,10,10
