record_id,message_length,num_code_terms,num_text_terms_parts,min_length_text_terms,max_length_text_terms,avg_length_text_terms
2268,12,46,1,12,12,12
5507,9,342,1,9,9,9
5261,8,110,1,8,8,8
3610,4,60,1,4,4,4
1007,10,108,1,10,10,10
593,5,68,1,5,5,5
6768,17,873,1,17,17,17
3628,21,1705,1,21,21,21
4147,13,234,1,13,13,13
5259,15,1,1,15,15,15
2536,15,41,2,15,35,25
6750,10,127,1,10,10,10
6988,3,28,1,3,3,3
1981,13,31,2,13,27,20
6036,5,6854,1,5,5,5
1759,13,35,1,13,13,13
2250,16,171,2,12,16,14
4621,11,26,1,11,11,11
2244,15,133,1,15,15,15
4635,16,1471,2,16,28,22
1995,11,123,1,11,11,11
6022,41,87,1,41,41,41
6744,13,303,1,13,13,13
4153,12,1649,1,12,12,12
2522,3,15,1,3,3,3
597,7,11,1,7,7,7
1003,15,221,2,15,30,22
3614,3,38,1,3,3,3
5265,8,11,1,8,8,8
5503,7,331,2,7,748,377
3172,22,127,2,22,222,122
1765,12,53,1,12,12,12
1771,10,80,1,10,10,10
2278,15,426,1,15,15,15
5517,9,81,2,9,92,50
4609,5,691,1,5,5,5
3166,6,333,1,6,6,6
3600,9,1446,1,9,9,9
5271,15,185,1,15,15,15
1017,18,32,2,18,27,22
583,4,138,1,4,4,4
6778,5,6,1,5,5,5
568,22,27,2,22,38,30
6793,11,39,1,11,11,11
3833,2,89,1,2,2,2
4184,6,905,2,6,55,30
2293,8,30,1,8,8,8
1942,18,25,1,18,18,18
1956,11,129,1,11,11,11
3199,19,475,1,19,19,19
2287,11,139,1,11,11,11
3827,8,530,1,8,8,8
4190,8,2069,4,8,219,160
6787,5,107,1,5,5,5
6977,4,115,1,4,4,4
554,5,392,1,5,5,5
232,13,332,2,13,26,19
4806,11,387,1,11,11,11
4812,10,308,1,10,10,10
226,10,95,1,10,10,10
6963,9,30,1,9,9,9
540,18,40,1,18,18,18
4423,9,19,1,9,9,9
2052,7,167,2,7,483,245
6234,13,75,1,13,13,13
971,10,620,1,10,10,10
6552,14,1645,1,14,14,14
2734,9,140,1,9,9,9
4345,2,154,1,2,2,2
2720,35,12,1,35,35,35
4351,3,193125,17,3,9836,7443
965,22,176,1,22,22,22
6546,23,83,1,23,23,23
1229,33,788,7,33,485,176
6220,13,279,3,13,51,33
3358,6,1480,1,6,6,6
4437,9,196,1,9,9,9
5729,4,64,1,4,4,4
2046,12,250,1,12,12,12
1567,10,64,1,10,10,10
6208,11,1016,3,11,49,26
7116,3,229,1,3,3,3
3370,3,144,1,3,3,3
5701,14,58,1,14,14,14
2708,23,415,3,23,145,69
5067,24,41,1,24,24,24
4379,2,67,1,2,2,2
3416,50,371,1,50,50,50
1201,125,1275,1,125,125,125
959,22,392,2,22,136,79
781,15,140,1,15,15,15
1215,12,60,1,12,12,12
5073,10,35,1,10,10,10
3402,6,529,1,6,6,6
3364,1,21,1,1,1,1
5715,10,51,1,10,10,10
1573,3,58,1,3,3,3
7102,6,327,1,6,6,6
1598,12,42,1,12,12,12
2091,20,412,1,20,20,20
5926,14,506,2,14,35,24
4386,2,1637,3,2,275,95
5098,6,7,1,6,6,6
6591,15,345,2,15,45,30
6585,16,1084,2,16,38,27
4392,11,36,1,11,11,11
2085,11,270,1,11,11,11
5932,17,396,2,17,35,26
2913,13,440,1,13,13,13
2907,12,1204,1,12,12,12
742,8,208,1,8,8,8
2126,13,27,1,13,13,13
5649,2,354,2,2,28,15
4557,11,38,1,11,11,11
5891,13,190,3,13,42,26
3238,5,18,1,5,5,5
6340,17,107,2,17,129,73
1349,10,45,1,10,10,10
6426,8,788,2,8,84,46
45,85,1326,2,63,85,74
805,7,531,1,7,7,7
4231,5,17,1,5,5,5
2898,16,397,1,16,16,16
2640,13,22,2,13,39,26
4225,4,90,1,4,4,4
2654,39,382,3,31,40,36
51,16,134,2,16,45,30
6432,11,663,1,11,11,11
811,6,2091,1,6,6,6
6354,45,1568,1,45,45,45
2132,20,26,2,20,43,31
4543,7,202,1,7,7,7
5885,27,630,2,27,30,28
3,9,150,1,9,9,9
7062,2,34,1,2,2,2
1413,4,27,1,4,4,4
187,16,61,2,16,34,25
5675,6,141,1,6,6,6
3204,6,1447,2,6,127,66
3562,9,208,1,9,9,9
5113,7,183,1,7,7,7
1375,3,158,1,3,3,3
839,9,339,1,9,9,9
1361,12,21,1,12,12,12
3576,13,40,1,13,13,13
4219,25,202,1,25,25,25
5107,12,85,1,12,12,12
2668,10,110,3,10,49,30
5661,11,675,2,11,33,22
3210,6,303,1,6,6,6
7076,22,46,1,22,22,22
6368,8,144,1,8,8,8
193,5,437,1,5,5,5
1407,7,29,1,7,7,7
6383,3,496,7,3,572,118
4594,13,649,2,13,19,16
5852,17,655,2,17,40,28
2683,38,111,1,38,38,38
86,2,598,1,2,2,2
92,11,40,2,11,28,19
2697,8,14,1,8,8,8
3589,1,196,1,1,1,1
4580,10,2290,1,10,10,10
5846,4,49,1,4,4,4
6397,6,36,1,6,6,6
7089,26,462,11,26,151,115
144,4,138,1,4,4,4
622,7,514,1,7,7,7
2867,9,1240,1,9,9,9
2873,14,251,4,14,228,84
636,15,1499,1,15,15,15
150,11,510,1,11,11,11
2442,9,15,1,9,9,9
3984,10,188,1,10,10,10
4033,12,42,1,12,12,12
6624,10,3091,1,10,10,10
6142,6,132,1,6,6,6
4755,20,288,1,20,20,20
2324,26,21,1,26,26,26
4741,12,124,1,12,12,12
2330,11,23,1,11,11,11
4999,5,174,1,5,5,5
1639,15,427,2,15,144,79
6156,12,18,1,12,12,12
7248,7,1,1,7,7,7
6630,4,601,39,4,27,20
2456,7,33,1,7,7,7
3990,6,111,1,6,6,6
5339,12,26,1,12,12,12
4027,7,700,3,7,37,21
3748,12,12,1,12,12,12
6618,11,75,1,11,11,11
1177,5,528,14,5,137,45
5311,9,20,1,9,9,9
3760,14,404,1,14,14,14
3006,18,2584,2,18,34,26
4769,7,340,1,7,7,7
5477,7,1052,1,7,7,7
2318,10,120,1,10,10,10
385,10,1465,3,10,55,33
1611,11,609,1,11,11,11
7260,3,148,1,3,3,3
1605,15,441,3,15,462,185
391,16,134,2,16,24,20
3012,13,308,1,13,13,13
5463,14,261,1,14,14,14
5305,7,1245,1,7,7,7
3774,26,1174,1,26,26,26
1163,6,129,1,6,6,6
1188,17,951,4,17,71,41
2481,7,243,1,7,7,7
3947,7,235,2,7,57,32
5488,13,304,2,13,43,28
4796,3,690,1,3,3,3
1836,12,134,2,12,30,21
6181,11,755,1,11,11,11
1822,2,27,1,2,2,2
6195,17,204,1,17,17,17
4782,11,8,1,11,11,11
2495,13,452,1,13,13,13
3953,10,641,2,10,76,43
408,3,490,1,3,3,3
420,17,385,2,17,52,34
6803,6,146,1,6,6,6
346,6,45,1,6,6,6
4972,11,9,1,11,11,11
4966,17,549,1,17,17,17
352,9,410,1,9,9,9
434,17,211,4,17,107,51
6817,16,2309,8,1,493,89
353,13,559,2,13,104,58
4967,9,3227,1,9,9,9
6816,33,804,1,33,33,33
6802,5,415,1,5,5,5
421,36,111,1,36,36,36
4973,2,394,2,2,50,26
347,3,290,2,3,38,20
4783,10,163,2,10,45,27
6194,8,241,1,8,8,8
1823,12,209,1,12,12,12
409,11,86,2,11,29,20
3952,8,685,2,8,53,30
2494,8,254,1,8,8,8
3946,12,78,1,12,12,12
2480,10,19,1,10,10,10
6180,20,192,1,20,20,20
1837,11,39,1,11,11,11
4797,3,86,1,3,3,3
5489,82,633,1,82,82,82
5462,28,287,1,28,28,28
3013,6,91,4,6,6,6
390,12,67,2,12,30,21
1604,13,467,1,13,13,13
1162,4,75,1,4,4,4
3775,9,3872,1,9,9,9
5304,25,260,2,25,118,71
3761,14,808,2,14,75,44
5310,4,7,1,4,4,4
1176,9,353,1,9,9,9
6619,12,567,2,12,24,18
7261,4,78,1,4,4,4
1610,6,120,1,6,6,6
384,10,401,1,10,10,10
2319,11,14,1,11,11,11
5476,6,155,1,6,6,6
4768,15,348,1,15,15,15
3007,13,67,1,13,13,13
7249,15,39,1,15,15,15
6157,12,382,1,12,12,12
1638,7,168,1,7,7,7
4998,6,558,5,6,141,84
2331,9,16,1,9,9,9
4740,4,23,1,4,4,4
3749,30,34,1,30,30,30
4026,16,20,1,16,16,16
5338,9,26,1,9,9,9
3991,7,549,2,7,17,12
2457,9,10,1,9,9,9
6631,1,639,1,1,1,1
6625,3,82,1,3,3,3
4032,10,776,34,10,162,58
3985,18,1539,2,18,136,77
2443,19,349,1,19,19,19
2325,15,587,1,15,15,15
4754,16,212,1,16,16,16
6143,6,615,1,6,6,6
637,3,302,2,3,61,32
2872,11,218,1,11,11,11
151,13,328,1,13,13,13
145,8,24,1,8,8,8
2866,27,2363,2,27,50,38
623,7,961,1,7,7,7
3588,3,517,1,3,3,3
2696,13,36,1,13,13,13
93,5,263,1,5,5,5
7088,12,404,1,12,12,12
6396,12,807,4,12,58,31
5847,10,200,2,10,39,24
4581,14,162,2,14,34,24
5853,11,976,1,11,11,11
4595,15,278,2,15,26,20
179,8,893,2,8,62,35
6382,25,55,3,9,25,19
87,1,42,1,1,1,1
2682,8,226,1,8,8,8
2669,16,120,1,16,16,16
5106,22,23,1,22,22,22
4218,4,635,1,4,4,4
3577,8,32,2,8,47,27
1360,3,119,1,3,3,3
1406,2,106,1,2,2,2
192,8,3061,1,8,8,8
6369,4,118,1,4,4,4
7077,2,107,1,2,2,2
3211,59,740,1,59,59,59
5660,13,513,2,13,26,19
3205,12,288,1,12,12,12
5674,6,77,1,6,6,6
186,3,29,1,3,3,3
1412,4,75,1,4,4,4
7063,5,457,2,5,190,97
838,7,239,1,7,7,7
78,12,839,2,12,56,34
1374,4,1085,5,4,519,225
5112,9,17,1,9,9,9
3563,13,60,2,13,31,22
810,23,250,1,23,23,23
50,13,741,2,13,87,50
6433,2,37,1,2,2,2
2655,27,66,1,27,27,27
4224,5,244,1,5,5,5
2,28,269,1,28,28,28
5884,8,9,1,8,8,8
4542,10,105,1,10,10,10
2133,10,40,1,10,10,10
6355,8,203,1,8,8,8
6341,2,170,2,2,70,36
3239,52,2301,1,52,52,52
5890,16,18,1,16,16,16
4556,8,301,1,8,8,8
5648,18,1541,1,18,18,18
2127,13,784,4,13,175,89
2641,9,600,1,9,9,9
2899,7,480,1,7,7,7
4230,16,265,1,16,16,16
804,6,419,1,6,6,6
6427,16,1032,4,16,42,35
44,27,372,2,27,37,32
1348,7,13,1,7,7,7
743,12,585,1,12,12,12
2906,18,324,1,18,18,18
2912,13,180,1,13,13,13
757,7,1356,1,7,7,7
4393,17,66,1,17,17,17
6584,11,34,1,11,11,11
5933,13,84,3,13,65,34
2084,9,508,2,9,123,66
5927,16,108,1,16,16,16
2090,9,29,1,9,9,9
1599,10,17,1,10,10,10
6590,5,69,1,5,5,5
5099,14,202,1,14,14,14
4387,12,288,1,12,12,12
3403,9,805,2,9,132,70
5072,10,253,1,10,10,10
1214,9,1262,4,9,86,58
780,13,440,1,13,13,13
958,5,1303,1,5,5,5
7103,3,66,1,3,3,3
1572,7,939,2,7,35,21
5714,15,51,2,15,84,49
3365,14,66,1,14,14,14
5700,11,759,2,11,19,15
3371,22,982,1,22,22,22
7117,18,729,1,18,18,18
6209,7,12,1,7,7,7
1566,17,12,1,17,17,17
794,19,724,1,19,19,19
1200,13,310,3,13,78,42
3417,4,644,2,4,32,18
4378,13,1586,1,13,13,13
5066,14,94,1,14,14,14
2709,8,15,1,8,8,8
1228,51,334,1,51,51,51
6547,12,429,1,12,12,12
4350,2,98,1,2,2,2
2721,14,152,1,14,14,14
2047,13,172,3,13,68,36
5728,17,75,1,17,17,17
4436,9,89,1,9,9,9
3359,9,136,1,9,9,9
6221,3,46,1,3,3,3
6235,16,272,1,16,16,16
2053,11,19,1,11,11,11
4422,4,694,1,4,4,4
4344,13,407,1,13,13,13
2735,11,384,1,11,11,11
6553,4,363,1,4,4,4
970,22,21,1,22,22,22
227,8,1007,2,8,45,26
4813,15,3476,1,15,15,15
541,15,830,2,15,25,20
6962,9,53,1,9,9,9
6976,8,287,1,8,8,8
4807,10,30,1,10,10,10
233,4,1191,1,4,4,4
2286,8,181,1,8,8,8
3198,5,2323,2,5,62,33
1957,21,61,1,21,21,21
6786,7,1323,1,7,7,7
4191,5,2674,1,5,5,5
3826,3,767,1,3,3,3
4185,9,38,1,9,9,9
3832,10,11,1,10,10,10
6792,11,267,2,11,53,32
569,6,479,1,6,6,6
1943,24,130,1,24,24,24
2292,9,847,3,9,93,58
3167,8,748,1,8,8,8
4608,14,1005,2,14,18,16
5516,28,1225,7,27,200,80
2279,19,122,1,19,19,19
1770,17,226,1,17,17,17
6779,3,537,1,3,3,3
582,6,325,1,6,6,6
1016,7,281,1,7,7,7
5270,9,14,1,9,9,9
3601,7,17,1,7,7,7
5264,5,1036,1,5,5,5
3615,10,53,1,10,10,10
596,6,90,1,6,6,6
1764,5,292,1,5,5,5
3173,4,309,1,4,4,4
5502,6,73,1,6,6,6
6023,33,446,2,33,120,76
1994,5,138,3,5,103,47
4634,18,175,2,18,28,23
2245,14,18,1,14,14,14
2523,10,157,1,10,10,10
4152,16,152,1,16,16,16
6745,12,171,1,12,12,12
6989,8,447,1,8,8,8
6751,18,181,1,18,18,18
2537,12,52,1,12,12,12
5258,7,116,1,7,7,7
4146,6,251,1,6,6,6
3629,2,35,1,2,2,2
4620,12,41,2,12,32,22
2251,10,31,2,10,29,19
1758,7,84,1,7,7,7
6037,1,43,1,1,1,1
1980,20,47,1,20,20,20
1028,8,549,5,8,130,89
6747,10,319,1,10,10,10
4150,11,96,1,11,11,11
2521,20,35,2,20,32,26
2247,15,97,3,15,100,62
5528,17,460,1,17,17,17
4636,13,46,1,13,13,13
3159,12,3273,7,10,509,98
1996,15,180,1,15,15,15
6021,58,49,1,58,58,58
1982,11,14,1,11,11,11
6035,69,273,1,69,69,69
2253,12,178,1,12,12,12
4622,6,1132,1,6,6,6
4144,13,313,1,13,13,13
2535,12,152,1,12,12,12
6753,11,94,1,11,11,11
3603,1,70,1,1,1,1
5272,5,90,1,5,5,5
1014,8,215,1,8,8,8
580,8,84,1,8,8,8
1772,11,157,1,11,11,11
5514,66,908,1,66,66,66
3165,12,2702,3,12,93,39
5500,7,1201,3,7,235,93
3171,3,249,1,3,3,3
6009,24,25,1,24,24,24
1766,1,17,1,1,1,1
594,5,2018,1,5,5,5
3617,5,32,1,5,5,5
4178,10,130,1,10,10,10
5266,13,264,1,13,13,13
2509,9,33,1,9,9,9
3824,11,488,1,11,11,11
4193,8,406,6,8,220,83
6784,5,477,1,5,5,5
219,6,263,1,6,6,6
1955,20,119,2,20,74,47
2284,14,11,1,14,14,14
4839,27,25,1,27,27,27
2290,6,47,1,6,6,6
1799,6,29,1,6,6,6
1941,4,46,1,4,4,4
6948,3,1,1,3,3,3
6790,5,159,1,5,5,5
5299,5,467,1,5,5,5
3830,13,17,1,13,13,13
4187,5,267,3,5,62,33
6960,3,30,1,3,3,3
543,14,682,1,14,14,14
3818,28,327,1,28,28,28
4811,13,770,1,13,13,13
225,11,165,5,11,79,44
1969,8,34,1,8,8,8
4805,11,48,1,11,11,11
6974,2,692,1,2,2,2
557,4,252,1,4,4,4
6223,4,57,1,4,4,4
4434,8,150,2,8,21,14
2045,8,17,1,8,8,8
2723,8,100,1,8,8,8
4352,3,45,3,3,28,15
966,6,1729,1,6,6,6
6545,14,49,1,14,14,14
972,8,200,1,8,8,8
6551,15,200,1,15,15,15
2737,23,94,1,23,23,23
5058,7,162,1,7,7,7
4346,8,38,1,8,8,8
3429,48,1081,1,48,48,48
4420,9,917,1,9,9,9
2051,8,114,1,8,8,8
1558,9,35,1,9,9,9
6237,10,1443,1,10,10,10
7129,13,6,1,13,13,13
3367,4,442,1,4,4,4
4408,8,24,1,8,8,8
5716,9,113,2,9,32,20
2079,10,58,2,10,130,70
1570,3,46,1,3,3,3
7101,114,404,1,114,114,114
6579,15,1270,1,15,15,15
782,15,274,2,15,25,20
1216,6,328,1,6,6,6
5070,18,59,1,18,18,18
3401,4,220,2,4,53,28
5064,6,169,1,6,6,6
3415,3,15,1,3,3,3
796,17,282,1,17,17,17
1564,11,15,1,11,11,11
7115,1,133,1,1,1,1
3373,6,2944,4,6,558,175
5702,13,34,2,13,27,20
2086,22,164,1,22,22,22
3398,9,938,1,9,9,9
5931,15,101,1,15,15,15
6586,13,150,2,13,51,32
2938,4,158,1,4,4,4
4391,18,115,1,18,18,18
4385,6,174,1,6,6,6
6592,9,195,1,9,9,9
769,13,34,1,13,13,13
2092,13,198,1,13,13,13
5925,12,149,1,12,12,12
2904,6,158,1,6,6,6
741,10,458,1,10,10,10
999,11,638,2,11,23,17
755,13,103,2,13,24,18
2910,7,2089,3,7,37,23
5919,13,74,1,13,13,13
7049,2,33,2,2,29,15
6357,8,211,2,8,142,75
1438,15,54,1,15,15,15
2131,15,47,1,15,15,15
4540,7,105,1,7,7,7
5886,9,32,1,9,9,9
3549,32,193,1,32,32,32
4226,13,1588,2,13,30,21
5138,12,174,1,12,12,12
2657,19,168,1,19,19,19
6431,10,1189,1,10,10,10
52,4,47,1,4,4,4
812,13,1304,1,13,13,13
46,4,225,1,4,4,4
6425,2,864,1,2,2,2
806,7,220,1,7,7,7
4232,5,245,1,5,5,5
2643,9,649,1,9,9,9
2125,9,31,1,9,9,9
4554,13,138,1,13,13,13
5892,15,1079,1,15,15,15
6343,8,94,2,8,41,24
5662,14,99,2,14,46,30
3213,7,88,1,7,7,7
7075,21,30,1,21,21,21
1404,5,25,1,5,5,5
1362,22,93,1,22,22,22
3575,19,14,1,19,19,19
5104,15,539,1,15,15,15
3561,21,103,1,21,21,21
5110,47,22,1,47,47,47
1376,16,304,1,16,16,16
6419,18,1265,6,18,40,30
7061,3,138,1,3,3,3
1410,7,751,1,7,7,7
184,15,51,2,15,27,21
2119,13,1278,2,13,31,22
5676,3,267,1,3,3,3
4568,16,47,2,16,35,25
3207,5,636,1,5,5,5
4583,9,12,1,9,9,9
5845,22,1109,1,22,22,22
6394,6,67,1,6,6,6
609,10,61,2,10,26,18
91,4,646,3,4,22,14
2694,12,32,1,12,12,12
2680,9,16,2,9,29,19
2858,11,2090,1,11,11,11
1389,5,6,1,5,5,5
85,8,521,1,8,8,8
6380,9,108,1,9,9,9
4597,16,1834,3,16,62,35
5851,8,1089,2,8,39,23
5689,12,432,1,12,12,12
153,7,21,1,7,7,7
5879,10,39,1,10,10,10
2870,18,161,1,18,18,18
635,23,501,6,23,129,69
621,16,823,1,16,16,16
2864,12,84,1,12,12,12
6633,8,1135,1,8,8,8
2455,19,267,2,19,106,62
3993,11,1962,2,11,289,150
4024,14,403,8,14,132,60
4742,8,46,1,8,8,8
2333,11,36,1,11,11,11
6155,25,73,1,25,25,25
6141,5,49,1,5,5,5
3039,5,914,3,5,47,21
4756,3,625,1,3,3,3
5448,20,189,1,20,20,20
2327,10,375,1,10,10,10
2441,12,89,1,12,12,12
3987,13,357,1,13,13,13
4030,7,334,1,7,7,7
6627,13,125,1,13,13,13
1148,13,20,1,13,13,13
2469,20,77,2,20,39,29
5306,31,154,1,31,31,31
4018,4,82,1,4,4,4
3777,10,162,2,10,125,67
1606,6,777,2,6,56,31
392,16,31,2,16,28,22
6169,5,374,1,5,5,5
3011,7,132,1,7,7,7
5460,10,308,1,10,10,10
3005,9,1458,8,9,90,52
5474,7,796,4,5,10,7
386,7,41,1,7,7,7
1612,12,113,1,12,12,12
1174,20,1304,3,20,95,51
5312,37,695,8,9,79,45
3763,13,198,3,13,39,26
3788,8,115,1,8,8,8
2496,16,441,1,16,16,16
3950,22,623,1,22,22,22
6828,2,91,1,2,2,2
1821,7,16,1,7,7,7
6196,7,213,1,7,7,7
4959,17,110,1,17,17,17
4781,4,404,2,4,50,27
4795,8,24,1,8,8,8
1835,4,29,1,4,4,4
379,14,296,2,14,47,30
6182,3,289,1,3,3,3
2482,10,41,2,10,24,17
3944,11,32,1,11,11,11
437,6,498,1,6,6,6
6814,5,265,3,5,70,27
4965,11,73,1,11,11,11
351,23,167,2,23,35,29
1809,22,1305,3,22,85,44
345,4,38,1,4,4,4
4971,13,406,1,13,13,13
3978,4,90,1,4,4,4
423,4,273,1,4,4,4
6800,13,306,4,13,135,63
4970,10,28,1,10,10,10
344,7,585,1,7,7,7
1808,8,89,1,8,8,8
6801,40,776,1,40,40,40
422,6,482,1,6,6,6
3979,10,165,4,4,147,58
6815,13,491,6,13,265,118
436,18,1986,1,18,18,18
350,20,55,1,20,20,20
4964,12,340,1,12,12,12
6183,14,216,1,14,14,14
378,3,38,1,3,3,3
1834,6,176,1,6,6,6
4794,5,156,2,5,38,21
3945,12,107,1,12,12,12
2483,7,217,1,7,7,7
6829,2,109,3,2,24,16
3951,9,2013,1,9,9,9
2497,10,13,1,10,10,10
3789,11,29,1,11,11,11
4780,11,114,1,11,11,11
4958,22,285,2,22,42,32
6197,10,95,5,10,83,36
1820,9,122,1,9,9,9
1613,7,48,2,7,57,32
387,7,268,1,7,7,7
5475,5,250,1,5,5,5
3004,8,27,1,8,8,8
3762,24,2113,40,15,723,74
5313,3,17,1,3,3,3
1175,13,39,2,13,28,20
1161,12,149,1,12,12,12
3776,227,873,56,18,227,25
4019,11,13,1,11,11,11
5307,5,421,1,5,5,5
2468,13,171,1,13,13,13
5461,7,45,1,7,7,7
3010,6,649,2,6,30,18
6168,17,290,1,17,17,17
393,15,1525,2,2,15,8
1607,11,49,1,11,11,11
2326,17,29,1,17,17,17
5449,60,142,1,60,60,60
4757,7,337,2,7,43,25
3038,24,283,1,24,24,24
6140,17,1073,1,17,17,17
1149,7,203,1,7,7,7
6626,5,519,1,5,5,5
4031,20,457,1,20,20,20
3986,13,40,1,13,13,13
2440,10,24,1,10,10,10
4025,9,54,1,9,9,9
3992,52,157,1,52,52,52
2454,12,174,1,12,12,12
6632,8,623,5,8,284,100
6154,18,436,1,18,18,18
2332,12,10,1,12,12,12
4743,17,41,2,17,63,40
2865,13,107,1,13,13,13
620,4,62,1,4,4,4
146,11,451,2,11,23,17
5878,5,130,2,5,102,53
634,45,267,1,45,45,45
2871,13,59,1,13,13,13
84,10,121,1,10,10,10
1388,8,232,1,8,8,8
2859,12,358,1,12,12,12
2681,12,31,1,12,12,12
5688,5,17,1,5,5,5
5850,20,104,1,20,20,20
4596,18,234,2,18,32,25
6381,12,82,1,12,12,12
6395,3,52,1,3,3,3
5844,20,673,2,20,47,33
4582,12,356,2,12,32,22
2695,12,47,1,12,12,12
90,5,956,3,5,172,67
608,22,703,5,22,90,64
6418,2,141,1,2,2,2
1377,6,63,1,6,6,6
5111,58,244,1,58,58,58
3560,14,129,1,14,14,14
3206,3,113,1,3,3,3
4569,14,164,3,14,1205,416
5677,6,90,2,6,76,41
2118,19,440,1,19,19,19
185,33,252,1,33,33,33
1411,11,151,2,11,39,25
7060,13,222,4,13,60,28
1405,10,162,2,10,57,33
191,7,1680,1,7,7,7
7074,14,70,1,14,14,14
3212,4,278,1,4,4,4
5663,11,154,2,11,87,49
5105,11,11,1,11,11,11
3574,23,99,1,23,23,23
1363,2,69,2,2,63,32
2642,19,147,1,19,19,19
4233,17,62,1,17,17,17
807,15,648,1,15,15,15
47,5,530,14,5,137,45
6424,9,1484,1,9,9,9
6342,16,92,1,16,16,16
5893,6,1006,2,6,41,23
4555,49,34,1,49,49,49
2124,12,18,1,12,12,12
1,7,124,1,7,7,7
5887,14,150,2,14,51,32
4541,6,26,1,6,6,6
2130,8,17,1,8,8,8
1439,24,2061,1,24,24,24
6356,21,1270,1,21,21,21
7048,13,74,1,13,13,13
813,21,28,1,21,21,21
6430,4,505,1,4,4,4
53,11,236,1,11,11,11
2656,19,74,1,19,19,19
5139,37,1022,10,36,389,91
4227,4,206,1,4,4,4
3548,22,34,2,22,32,27
2911,18,1540,1,18,18,18
754,47,429,1,47,47,47
5918,9,530,1,9,9,9
2905,3,140,1,3,3,3
768,21,1183,2,21,30,25
6593,52,286,1,52,52,52
4384,5,67,1,5,5,5
5924,9,1320,1,9,9,9
2093,33,76,1,33,33,33
5930,15,337,1,15,15,15
3399,2,246,1,2,2,2
2087,8,69,1,8,8,8
4390,20,351,1,20,20,20
2939,13,577,4,13,88,61
6587,5,715,1,5,5,5
797,5,3007,1,5,5,5
1203,22,664,5,22,197,98
3414,6,93,1,6,6,6
5065,7,917,2,7,30,18
5703,7,131,1,7,7,7
3372,8,210,1,8,8,8
7114,1,251,1,1,1,1
1565,5,255,1,5,5,5
7100,82,16,1,82,82,82
1571,3,155,3,3,205,74
2078,11,219,1,11,11,11
5717,8,436,1,8,8,8
4409,16,89,1,16,16,16
3366,7,1640,1,7,7,7
3400,5,170,1,5,5,5
5071,14,173,1,14,14,14
1217,8,465,2,8,27,17
783,20,224,1,20,20,20
6578,8,241,1,8,8,8
3428,6,244,1,6,6,6
4347,4,789,1,4,4,4
5059,16,98,1,16,16,16
2736,7,310,1,7,7,7
6550,11,184,1,11,11,11
973,6,216,1,6,6,6
7128,10,35,1,10,10,10
6236,22,1027,1,22,22,22
1559,5,23,1,5,5,5
2050,24,98,3,24,51,41
4421,13,24,1,13,13,13
2044,18,161,3,18,56,39
4435,10,136,1,10,10,10
6222,16,491,1,16,16,16
6544,11,32,1,11,11,11
967,76,412,1,76,76,76
4353,8,695,1,8,8,8
2722,10,11,1,10,10,10
4804,12,837,4,12,301,148
230,10,177,1,10,10,10
556,6,145,1,6,6,6
6975,8,19,1,8,8,8
3819,4,36,1,4,4,4
542,5,95,1,5,5,5
6961,7,311,1,7,7,7
1968,21,233,2,21,151,86
224,36,67,1,36,36,36
4810,8,53,1,8,8,8
1940,11,11,1,11,11,11
1798,6,353,1,6,6,6
2291,18,56,2,18,21,19
4838,19,838,1,19,19,19
4186,17,335,1,17,17,17
3831,10,33,1,10,10,10
5298,6,36,1,6,6,6
6791,3,10,1,3,3,3
6949,3,108,1,3,3,3
6785,2,30,1,2,2,2
4192,13,170,1,13,13,13
3825,9,559,1,9,9,9
2285,36,182,2,36,39,37
1954,11,62,1,11,11,11
218,12,60,2,12,27,19
1767,12,132,1,12,12,12
6008,8,93,1,8,8,8
3170,3,24,1,3,3,3
5501,12,1607,3,12,260,105
2508,25,272,1,25,25,25
5267,5,752,1,5,5,5
4179,2,204,2,2,127,64
3616,14,184,1,14,14,14
1001,13,158,1,13,13,13
595,10,53,3,10,40,22
581,11,177,1,11,11,11
1015,5,149,1,5,5,5
5273,12,219,1,12,12,12
3602,6,1551,1,6,6,6
3164,15,654,1,15,15,15
5515,4,182,1,4,4,4
1773,4,286,1,4,4,4
4623,10,1379,4,10,29,19
2252,3,21,1,3,3,3
6034,4,153,1,4,4,4
1983,11,27,1,11,11,11
6752,50,1834,1,50,50,50
2534,26,564,2,26,43,34
4145,9,121,1,9,9,9
2520,9,73,1,9,9,9
4151,10,113,1,10,10,10
6746,15,55,1,15,15,15
1029,7,203,1,7,7,7
6020,63,579,1,63,63,63
1997,13,1264,1,13,13,13
3158,7,1298,1,7,7,7
4637,10,1742,2,10,24,17
5529,21,1918,1,21,21,21
2246,10,43,1,10,10,10
1072,3,400,1,3,3,3
3665,6,104,1,6,6,6
5214,29,227,1,29,29,29
5572,16,159,3,16,53,33
3103,19,864,4,19,53,29
1714,14,356,1,14,14,14
280,4,772,1,4,4,4
294,5,240,1,5,5,5
1700,9,19,1,9,9,9
5566,22,117,1,22,22,22
2209,9,49,1,9,9,9
3117,45,1330,1,45,45,45
4678,16,58,2,16,29,22
3671,7,635,2,7,34,20
5200,12,125,1,12,12,12
6709,5,27,1,5,5,5
4136,17,80,1,17,17,17
3659,7,112,1,7,7,7
2547,33,678,2,33,87,60
3881,5,125,1,5,5,5
5228,11,670,1,11,11,11
