3644,https://github.com/bcgit/bc-java,df0ef076d9ddb064b76e135a9b9d512634680c6b,dghgit
3650,https://github.com/bcgit/bc-java,53940070854342a0eb25625bad571dae85751735,mwcw
3678,https://github.com/bcgit/bc-java,f2ae4f6db13de434ed5d3503e67b9d4ba87f9398,dghgit
15,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,dghgit
3679,https://github.com/bcgit/bc-java,ced5721f840a6d816c81ff9f90cb9cca2efcd427,dghgit
3651,https://github.com/bcgit/bc-java,9c10a01100a74f9c22421f94709ce9bed9a5ef0d,peterdettman
3645,https://github.com/bcgit/bc-java,eed3f9b07422adcf656c18ddb331d9b7b88edacd,peterdettman
3653,https://github.com/bcgit/bc-java,4f256c2f1bc119b208f9d35d847bf4c5b8072a5e,peterdettman
3647,https://github.com/bcgit/bc-java,7ce063201f496f9aa089da7dfafd06692f9b5274,dghgit
315,https://github.com/bcgit/bc-java,e25e94a046a6934819133886439984e2fecb2b04,peterdettman
3646,https://github.com/bcgit/bc-java,70fd551b23833d20b509460a687ad0b77b975478,dghgit
3652,https://github.com/bcgit/bc-java,2d8b76eee0a177680dfad8434b2dfb24d745c0ee,peterdettman
3656,https://github.com/bcgit/bc-java,137e9395d5c08c3530a5293b9c2366a59871d15c,peterdettman
3642,https://github.com/bcgit/bc-java,315441a9901f472fb6bcfccf48fbf94a55e00f83,dghgit
3681,https://github.com/bcgit/bc-java,f85352e7f5a45778db9379c1e0f4af1426330566,dghgit
3680,https://github.com/bcgit/bc-java,a97b7439d08b79bee6ee997a9adceac092bd3d9f,peterdettman
3643,https://github.com/bcgit/bc-java,8a7c4bbefd743b5f716aecbbc5001838576a2d6c,dghgit
3657,https://github.com/bcgit/bc-java,03ee58417b4a74332150d1646b0eeb4d6161585d,None
3669,https://github.com/bcgit/bc-java,b51e7e96a4cdbc391b66518b2c81e13b0cc4c32b,dghgit
3641,https://github.com/bcgit/bc-java,65298c04a90c6d62b9b3123d4064468b54983365,meganwoods
3655,https://github.com/bcgit/bc-java,13ccbc4022c308d6a2d615949ddd72eed2b1b22e,peterdettman
3654,https://github.com/bcgit/bc-java,c309db81cd84d7ead02efcf908d9ea908de905f0,peterdettman
3640,https://github.com/bcgit/bc-java,9c2df45966f2e464637af2f5686c7afb0e34594e,peterdettman
3668,https://github.com/bcgit/bc-java,671a55a91ee6ec675916a87b24d033316b5bfb1a,dghgit
3627,https://github.com/bcgit/bc-java,b649e7af66dd7879982f9d2a4ccfcacf3ab73307,dghgit
3633,https://github.com/bcgit/bc-java,608bb8c49376e5c52cb8e8a4f605dd05f3bfcbff,peterdettman
3592,https://github.com/bcgit/bc-java,089cf0b381cc0d865bf7bc209581a9cf31c01565,peterdettman
3586,https://github.com/bcgit/bc-java,bc9df67bbde10eaee66b6a0dd38feecca1483e81,peterdettman
3587,https://github.com/bcgit/bc-java,8ccf52fd89c4e9a2e0d39228a0ab87e67bc1552c,peterdettman
3593,https://github.com/bcgit/bc-java,bd2ad8d4dcadcdf86a7c9137772513a20c0fcad8,dghgit
3632,https://github.com/bcgit/bc-java,bbd860cd42f08d3c083da4e4167163f1cd83cce7,peterdettman
3626,https://github.com/bcgit/bc-java,04a82528e0718d77aa8813da6d9c7a63c15cd406,peterdettman
3630,https://github.com/bcgit/bc-java,2363c28678fc79d2de48db5a04564c60a84f0129,peterdettman
3624,https://github.com/bcgit/bc-java,bac8900fcebf6b73c56f014b798face6224034bd,peterdettman
3618,https://github.com/bcgit/bc-java,15a45d2e6ce8b10d9ac19508ae982ca418cf62f0,dghgit
809,https://github.com/bcgit/bc-java,25aca54734b861ef109ac4943c4a5f98c0c1b885,dghgit
75,https://github.com/bcgit/bc-java,4092ede58da51af9a21e4825fbad0d9a3ef5a223,dghgit
